timestamp,Solar,Wind,Nuclear,Geothermal,Hydro,Load
2023-01-01 00:00:00,0.0,93.54501143161387,91.9187613523652,72.265414740314,22.567197483187094,0.019702776714628674
2023-01-01 01:00:00,0.0,50.596552341005825,92.07979135720241,71.57418265120316,21.983115432863244,0.019184950307971953
2023-01-01 02:00:00,0.0,42.755217062349466,90.9021798417542,74.50969857694353,21.438837609027736,0.019543309814547133
2023-01-01 03:00:00,0.0,68.12743547816218,92.44166251155441,74.49956074130748,20.971455645913338,0.011695573118292838
2023-01-01 04:00:00,0.0,83.06893274376466,93.0225228155994,75.14557404431706,20.612820851921065,0.010038407051636415
2023-01-01 05:00:00,0.0,70.16839200496293,91.85611398378217,72.63735798180676,20.387373595589487,0.022484484522300747
2023-01-01 06:00:00,0.0,55.24109115717004,92.33985005435227,76.7861609306328,20.310477734868385,0.04890334411942647
2023-01-01 07:00:00,12.492044261033996,26.19426111817146,93.39858079591818,78.42947569376206,20.387373595589487,0.0872375653795467
2023-01-01 08:00:00,23.972046606043442,24.93997068268191,91.59484812519706,74.95670323576242,20.612820851921065,0.13279622945404918
2023-01-01 09:00:00,31.97732510582073,44.64877090791588,92.36026499762701,75.63202082137296,20.971455645913338,0.1583119720850539
2023-01-01 10:00:00,36.949254857157435,43.17928679163952,91.43018779833034,70.76971798750299,21.438837609027736,0.17709042349713494
2023-01-01 11:00:00,47.987439357662176,10.265628229811648,91.40289370093059,74.13022010330512,21.983115432863244,0.18835268621969745
2023-01-01 12:00:00,45.50275034235171,11.670033852997204,92.34189326147279,73.60800701020405,22.567197483187094,0.17849226411308142
2023-01-01 13:00:00,45.202100169095125,24.960410023382966,92.24136956731328,73.28379061520728,23.151279533510944,0.1819711532744586
2023-01-01 14:00:00,42.367290095160236,15.861290872400744,92.5550698395277,73.68499836707537,23.69555735734645,0.16868321781497636
2023-01-01 15:00:00,32.22584621375536,21.270185280814303,92.07615874962445,73.88456978884683,24.16293932046085,0.1627438196342
2023-01-01 16:00:00,24.47289381095904,25.02994863694351,92.46514281729917,72.09013407008185,24.52157411445312,0.15821275016238884
2023-01-01 17:00:00,11.901636788373573,35.74797617234326,93.66551897207137,74.02546407177795,24.7470213707847,0.15415013120500176
2023-01-01 18:00:00,5.932288256886269e-15,43.38920712814171,93.05991040530557,72.91663713459083,24.823917231505803,0.12166772057836542
2023-01-01 19:00:00,0.0,22.556822750667692,92.33838169874448,76.57666670528835,24.7470213707847,0.07995597952899149
2023-01-01 20:00:00,0.0,39.89992199257112,92.50490699833668,75.66065939816849,24.52157411445312,0.04970008503409912
2023-01-01 21:00:00,0.0,18.534890635506272,91.70109798649581,75.66340002659447,24.16293932046085,0.04832222151380007
2023-01-01 22:00:00,0.0,76.74386125166116,91.84081090886207,76.95357277318371,23.69555735734645,0.019801679440667713
2023-01-01 23:00:00,0.0,83.59473457977614,92.49246093067147,73.34744174257082,23.151279533510944,0.023760054884769104
2023-01-02 00:00:00,0.0,38.67775673176165,92.08765022471587,75.5395780478224,22.458249929711275,0.01580426614454002
2023-01-02 01:00:00,0.0,28.071689108229588,92.79301867623153,77.14043957053522,21.876987649563112,0.019570556962037758
2023-01-02 02:00:00,0.0,18.292459384263175,93.26707300344603,73.20767788835177,21.33533743322571,0.007370722648664733
2023-01-02 03:00:00,0.0,62.054529891291594,91.89823403900624,70.94165749050414,20.87021184782316,0.018465510764725555
2023-01-02 04:00:00,0.0,20.073448683372977,89.990783460883,73.61861486156522,20.51330843334427,0.01237131897927221
2023-01-02 05:00:00,0.0,65.41531409020934,94.03418892579062,76.9130416531371,20.288949567674997,0.017483213736426112
2023-01-02 06:00:00,0.0,60.2066323328473,91.34750556692876,73.09386058085087,20.21242493674015,0.044794511980072844
2023-01-02 07:00:00,12.414326992324009,49.84812796440159,92.19516170309868,74.06980159371615,20.288949567674997,0.08049852585264353
2023-01-02 08:00:00,23.20069953368863,65.43142378120545,92.72749228672697,73.4406098574394,20.51330843334427,0.12775454188609103
2023-01-02 09:00:00,35.68904700847062,27.151113418405593,93.40897353884309,74.61929274821325,20.87021184782316,0.16047395548461227
2023-01-02 10:00:00,42.64421012751319,51.74024713236148,93.80603420857014,72.9029954144376,21.33533743322571,0.1677843734042492
2023-01-02 11:00:00,46.28236952279777,5.672472387933817,91.63612686223254,72.03375148876799,21.876987649563112,0.18148795970437964
2023-01-02 12:00:00,45.65633844121509,8.871765062943691,93.18968976694293,74.11830619159937,22.458249929711275,0.19177156905788678
2023-01-02 13:00:00,39.741874485503516,17.05016465139414,92.19797991337487,74.45918242584402,23.039512209859435,0.17525974013828574
2023-01-02 14:00:00,42.14335393972716,21.474855515418145,94.74320367021238,77.23296270884147,23.58116242619684,0.16380498075443203
2023-01-02 15:00:00,35.417349139031465,4.243258178397178,93.10044472426004,75.13252434979263,24.04628801159939,0.1605864705746467
2023-01-02 16:00:00,24.986885330216875,23.48042746956985,91.82252591158769,72.65656982139464,24.403191426078276,0.1518195734357103
2023-01-02 17:00:00,12.546572106251851,17.72345370225085,91.2069271828051,73.53663616161498,24.627550291747554,0.15243703242060322
2023-01-02 18:00:00,5.2431141682600026e-15,50.11418183724521,89.37341027548605,76.42698560413452,24.704074922682402,0.11642847967583438
